Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
ALT19782,minor nucleoprotein VP30,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/H. sapiens-tc/SDN/2000/Gulu-200011676,minor nucleoprotein VP30 [Sudan ebolavirus],288,Sudan,Sudan,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",2000-10-16,2015-12-22,ssRNA(-)
ALT19783,membrane-associated protein VP24,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/H. sapiens-tc/SDN/2000/Gulu-200011676,membrane-associated protein VP24 [Sudan ebolavirus],251,Sudan,Sudan,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",2000-10-16,2015-12-22,ssRNA(-)
ALT19784,RNA-directed RNA polymerase L,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/H. sapiens-tc/SDN/2000/Gulu-200011676,RNA-directed RNA polymerase L [Sudan ebolavirus],2210,Sudan,Sudan,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",2000-10-16,2015-12-22,ssRNA(-)
ALL26372,major nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/C.porcellus-lab/SSD/1976/Nzara-Boneface,major nucleoprotein [Sudan ebolavirus],738,Canada,Canada,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",2015-03-01,2015-11-01,ssRNA(-)
ALL26373,VP35,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/C.porcellus-lab/SSD/1976/Nzara-Boneface,VP35 [Sudan ebolavirus],329,Canada,Canada,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",2015-03-01,2015-11-01,ssRNA(-)
ALL26374,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/C.porcellus-lab/SSD/1976/Nzara-Boneface,matrix protein [Sudan ebolavirus],326,Canada,Canada,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",2015-03-01,2015-11-01,ssRNA(-)
ALL26375,structural glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/C.porcellus-lab/SSD/1976/Nzara-Boneface,structural glycoprotein [Sudan ebolavirus],676,Canada,Canada,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",2015-03-01,2015-11-01,ssRNA(-)
ALL26376,nonstructural soluble secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/C.porcellus-lab/SSD/1976/Nzara-Boneface,nonstructural soluble secreted glycoprotein [Sudan ebolavirus],372,Canada,Canada,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",2015-03-01,2015-11-01,ssRNA(-)
ALL26377,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/C.porcellus-lab/SSD/1976/Nzara-Boneface,minor nucleoprotein [Sudan ebolavirus],288,Canada,Canada,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",2015-03-01,2015-11-01,ssRNA(-)
ALL26378,membrane-associated protein VP24,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/C.porcellus-lab/SSD/1976/Nzara-Boneface,membrane-associated protein VP24 [Sudan ebolavirus],251,Canada,Canada,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",2015-03-01,2015-11-01,ssRNA(-)
ALL26379,viral polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Sudan virus/C.porcellus-lab/SSD/1976/Nzara-Boneface,viral polymerase [Sudan ebolavirus],2210,Canada,Canada,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",2015-03-01,2015-11-01,ssRNA(-)
ALH21225,major nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Boniface,major nucleoprotein [Sudan ebolavirus],738,,,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",,2015-10-10,ssRNA(-)
ALH21226,VP35,Sudan ebolavirus,Orthoebolavirus sudanense,,Boniface,VP35 [Sudan ebolavirus],329,,,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",,2015-10-10,ssRNA(-)
ALH21227,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Boniface,matrix protein [Sudan ebolavirus],326,,,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",,2015-10-10,ssRNA(-)
ALH21228,structural glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Boniface,structural glycoprotein [Sudan ebolavirus],676,,,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",,2015-10-10,ssRNA(-)
ALH21229,nonstructural soluble secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Boniface,nonstructural soluble secreted glycoprotein [Sudan ebolavirus],372,,,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",,2015-10-10,ssRNA(-)
ALH21230,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Boniface,minor nucleoprotein [Sudan ebolavirus],288,,,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",,2015-10-10,ssRNA(-)
ALH21231,membrane-associated protein VP24,Sudan ebolavirus,Orthoebolavirus sudanense,,Boniface,membrane-associated protein VP24 [Sudan ebolavirus],251,,,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",,2015-10-10,ssRNA(-)
ALH21232,viral polyermase,Sudan ebolavirus,Orthoebolavirus sudanense,,Boniface,viral polyermase [Sudan ebolavirus],2210,,,,,"Wong,G., He,S., Wei,H., Kroeker,A., Audet,J., Leung,A., Cutts,T., Graham,J., Kobasa,D., Embury-Hyatt,C., Kobinger,G.P., Qiu,X.",,2015-10-10,ssRNA(-)
AKB09533,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AKB09534,polymerase cofactor VP35,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,polymerase cofactor VP35 [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AKB09535,matrix protein VP40,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,matrix protein VP40 [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AKB09536,super small secreted glycoprotein SsGP,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,super small secreted glycoprotein SsGP [Sudan ebolavirus],319,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AKB09537,small secreted glycoprotein sGP,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,small secreted glycoprotein sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AKB09538,envelope glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,envelope glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AKB09539,minor nucleoprotein VP30,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,minor nucleoprotein VP30 [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AKB09540,membrane-associated protein VP24,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,membrane-associated protein VP24 [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AKB09541,RNA-directed RNA polymerase L,Sudan ebolavirus,Orthoebolavirus sudanense,7U,Ebola virus/H.sapiens-tc/UGA/2000/Gulu-808892,RNA-directed RNA polymerase L [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Lin,X., Ransier,A., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Katzel,D., Schobel,S., Shrivastava,S., Alfson,K., Wentworth,D.E., Griffiths,A.",2000-10-01,2015-04-11,ssRNA(-)
AGL73422,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-602 2012,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73423,viral protein 35,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-602 2012,viral protein 35 [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73424,viral protein 40,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-602 2012,viral protein 40 [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73425,glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-602 2012,glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73426,viral protein 30,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-602 2012,viral protein 30 [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73427,viral protein 24,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-602 2012,viral protein 24 [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73428,polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-602 2012,polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73429,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-603 2012,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73430,viral protein 35,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-603 2012,viral protein 35 [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73431,viral protein 40,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-603 2012,viral protein 40 [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73432,glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-603 2012,glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73433,viral protein 30,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-603 2012,viral protein 30 [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73434,viral protein 24,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-603 2012,viral protein 24 [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73435,polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-603 2012,polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73436,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-609 2012,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73437,viral protein 35,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-609 2012,viral protein 35 [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73438,viral protein 40,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-609 2012,viral protein 40 [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73439,glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-609 2012,glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73440,viral protein 30,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-609 2012,viral protein 30 [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73441,viral protein 24,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-609 2012,viral protein 24 [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73442,polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-609 2012,polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73443,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-682 2012,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73444,viral protein 35,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-682 2012,viral protein 35 [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73445,viral protein 40,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-682 2012,viral protein 40 [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73446,glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-682 2012,glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
AGL73447,viral protein 30,Sudan ebolavirus,Orthoebolavirus sudanense,,EboSud-682 2012,viral protein 30 [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,blood,"Albarino,C.G., Shoemaker,T., Khristova,M.L., Wamala,J.F., Muyembe,J.J., Balinandi,S., Tumusiime,A., Campbell,S., Cannon,D., Gibbons,A., Bergeron,E., Bird,B., Dodd,K., Spiropoulou,C., Erickson,B.R., Guerrero,L., Knust,B., Nichol,S.T., Rollin,P.E., Stroher,U., Khristova,M.",2012,2013-05-19,ssRNA(-)
