Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
ARG44018,RNA-directed RNA polymerase,Ebola virus,Orthoebolavirus zairense,,,RNA-directed RNA polymerase [Ebola virus],2212,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44019,nucleoprotein,Ebola virus,Orthoebolavirus zairense,,,nucleoprotein [Ebola virus],739,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44020,polymerase cofactor VP35,Ebola virus,Orthoebolavirus zairense,,,polymerase cofactor VP35 [Ebola virus],340,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44021,matrix protein VP40,Ebola virus,Orthoebolavirus zairense,,,matrix protein VP40 [Ebola virus],326,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44022,small secreted glycoprotein GP: sGP,Ebola virus,Orthoebolavirus zairense,,,small secreted glycoprotein GP: sGP [Ebola virus],364,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44023,super small secreted glycoprotein GP,Ebola virus,Orthoebolavirus zairense,,,super small secreted glycoprotein GP [Ebola virus],297,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44024,envelope glycoprotein,Ebola virus,Orthoebolavirus zairense,,,envelope glycoprotein [Ebola virus],676,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44025,minor nucleoprotein VP30,Ebola virus,Orthoebolavirus zairense,,,minor nucleoprotein VP30 [Ebola virus],288,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44026,membrane-associated protein VP24,Ebola virus,Orthoebolavirus zairense,,,membrane-associated protein VP24 [Ebola virus],251,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44027,RNA-directed RNA polymerase,Ebola virus,Orthoebolavirus zairense,,,RNA-directed RNA polymerase [Ebola virus],2212,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44028,nucleoprotein,Ebola virus,Orthoebolavirus zairense,,,nucleoprotein [Ebola virus],739,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44029,polymerase cofactor VP35,Ebola virus,Orthoebolavirus zairense,,,polymerase cofactor VP35 [Ebola virus],340,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44030,matrix protein VP40,Ebola virus,Orthoebolavirus zairense,,,matrix protein VP40 [Ebola virus],326,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44031,small secreted glycoprotein GP: sGP,Ebola virus,Orthoebolavirus zairense,,,small secreted glycoprotein GP: sGP [Ebola virus],364,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44032,super small secreted glycoprotein GP,Ebola virus,Orthoebolavirus zairense,,,super small secreted glycoprotein GP [Ebola virus],297,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44033,envelope glycoprotein,Ebola virus,Orthoebolavirus zairense,,,envelope glycoprotein [Ebola virus],676,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44034,minor nucleoprotein VP30,Ebola virus,Orthoebolavirus zairense,,,minor nucleoprotein VP30 [Ebola virus],288,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44035,membrane-associated protein VP24,Ebola virus,Orthoebolavirus zairense,,,membrane-associated protein VP24 [Ebola virus],251,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44036,RNA-directed RNA polymerase,Ebola virus,Orthoebolavirus zairense,,,RNA-directed RNA polymerase [Ebola virus],2212,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44037,nucleoprotein,Ebola virus,Orthoebolavirus zairense,,,nucleoprotein [Ebola virus],739,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44038,polymerase cofactor VP35,Ebola virus,Orthoebolavirus zairense,,,polymerase cofactor VP35 [Ebola virus],340,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44039,matrix protein VP40,Ebola virus,Orthoebolavirus zairense,,,matrix protein VP40 [Ebola virus],326,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44040,small secreted glycoprotein GP: sGP,Ebola virus,Orthoebolavirus zairense,,,small secreted glycoprotein GP: sGP [Ebola virus],364,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44041,super small secreted glycoprotein GP,Ebola virus,Orthoebolavirus zairense,,,super small secreted glycoprotein GP [Ebola virus],297,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44042,envelope glycoprotein,Ebola virus,Orthoebolavirus zairense,,,envelope glycoprotein [Ebola virus],676,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44043,minor nucleoprotein VP30,Ebola virus,Orthoebolavirus zairense,,,minor nucleoprotein VP30 [Ebola virus],288,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44044,membrane-associated protein VP24,Ebola virus,Orthoebolavirus zairense,,,membrane-associated protein VP24 [Ebola virus],251,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
ARG44045,RNA-directed RNA polymerase,Ebola virus,Orthoebolavirus zairense,,,RNA-directed RNA polymerase [Ebola virus],2212,Gabon,Gabon,Macaca fascicularis,,"Guedj,J., Piorkowski,G., Jacquot,F., Madelain,V., Nguyen,T.H.T., Gunther,S., Carbonelle,C., Mentre,F., de Lamballerie,X., Raoul,H.",2001,2018-07-13,ssRNA(-)
SCD11531,nucleoprotein,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,nucleoprotein [Ebola virus],739,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
SCD11532,VP35,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,VP35 [Ebola virus],340,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
SCD11533,matrix protein,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,matrix protein [Ebola virus],326,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
SCD11534,virion spike glycoprotein precursor,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,virion spike glycoprotein precursor [Ebola virus],676,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
SCD11535,sGP,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,sGP [Ebola virus],364,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
SCD11536,ssGP,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,ssGP [Ebola virus],297,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
SCD11537,VP30,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,VP30 [Ebola virus],288,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
SCD11538,VP24,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,VP24 [Ebola virus],251,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
SCD11539,polymerase,Ebola virus,Orthoebolavirus zairense,,Ebola virus Makona isolate Frankfurt,polymerase [Ebola virus],2212,Germany,Germany,,,"Hain,Torsten.",2014-10-14,2016-08-09,ssRNA(-)
AKN20129,nucleoprotein,Ebola virus,Orthoebolavirus zairense,,Ebola virus H.sapiens-wt/NIV/2015/India/NIV152881,"nucleoprotein, partial [Ebola virus]",405,India,India,Homo sapiens,sperm,"Srinivas,V., Yadav,P., Mittal,V., Chaubal,G., Chhabra,M., Mattoo,S., Rai,A., Mourya,D.T., Yadav,P.D., Chaubal,G.Y.",2014-11-17,2016-04-07,ssRNA(-)
AKN20130,VP40 protein,Ebola virus,Orthoebolavirus zairense,,Ebola virus H.sapiens-wt/NIV/2015/India/NIV152881,"VP40 protein, partial [Ebola virus]",111,India,India,Homo sapiens,sperm,"Srinivas,V., Yadav,P., Mittal,V., Chaubal,G., Chhabra,M., Mattoo,S., Rai,A., Mourya,D.T., Yadav,P.D., Chaubal,G.Y.",2014-11-17,2016-04-07,ssRNA(-)
ALT19650,nucleoprotein,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,nucleoprotein [Ebola virus],739,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19651,polymerase cofactor VP35,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,polymerase cofactor VP35 [Ebola virus],340,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19652,matrix protein VP40,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,matrix protein VP40 [Ebola virus],326,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19653,super small secreted glycoprotein SsGP,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,super small secreted glycoprotein SsGP [Ebola virus],298,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19654,small secreted glycoprotein sGP,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,small secreted glycoprotein sGP [Ebola virus],364,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19655,envelope glycoprotein,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,envelope glycoprotein [Ebola virus],676,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19656,minor nucleoprotein VP30,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,minor nucleoprotein VP30 [Ebola virus],288,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19657,membrane-associated protein VP24,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,membrane-associated protein VP24 [Ebola virus],251,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19658,RNA-directed RNA polymerase L,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510623,RNA-directed RNA polymerase L [Ebola virus],2212,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19659,nucleoprotein,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,nucleoprotein [Ebola virus],739,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19660,polymerase cofactor VP35,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,polymerase cofactor VP35 [Ebola virus],340,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19661,matrix protein VP40,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,matrix protein VP40 [Ebola virus],326,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19662,super small secreted glycoprotein SsGP,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,super small secreted glycoprotein SsGP [Ebola virus],298,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19663,small secreted glycoprotein sGP,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,small secreted glycoprotein sGP [Ebola virus],364,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19664,envelope glycoprotein,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,envelope glycoprotein [Ebola virus],676,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19665,minor nucleoprotein VP30,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,minor nucleoprotein VP30 [Ebola virus],288,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19666,membrane-associated protein VP24,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,membrane-associated protein VP24 [Ebola virus],251,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19667,RNA-directed RNA polymerase L,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510631,RNA-directed RNA polymerase L [Ebola virus],2212,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19668,nucleoprotein,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,nucleoprotein [Ebola virus],739,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19669,polymerase cofactor VP35,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,polymerase cofactor VP35 [Ebola virus],340,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19670,matrix protein VP40,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,matrix protein VP40 [Ebola virus],326,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19671,super small secreted glycoprotein SsGP,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,super small secreted glycoprotein SsGP [Ebola virus],298,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19672,small secreted glycoprotein sGP,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,small secreted glycoprotein sGP [Ebola virus],364,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19673,envelope glycoprotein,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,envelope glycoprotein [Ebola virus],676,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19674,minor nucleoprotein VP30,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,minor nucleoprotein VP30 [Ebola virus],288,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19675,membrane-associated protein VP24,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,membrane-associated protein VP24 [Ebola virus],251,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
ALT19676,RNA-directed RNA polymerase L,Ebola virus,Orthoebolavirus zairense,,Ebola virus/H. sapiens-tc/COD/1995/Kikwit-9510630,RNA-directed RNA polymerase L [Ebola virus],2212,Zaire,Zaire,Homo sapiens,,"Das,S.R., Shabman,R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Brasel,T., Yun,N., Paessler,S., Dowling,W., Barrett,A.",1995-05-04,2015-12-22,ssRNA(-)
